Id,Name,CourseCode,CourseUnit,Semester,Description,courseCategory,DegreeId,DepartmentId,LevelId,Status,Prerequisite,InstitutionProviderId,CreatedDate,UpdatedDate
3316,Elements of Marketing i,BUS2103,3,1,,0,11,23,2,,,,1900-01-01,1900-01-02
3317,Introduction to Insurance,BUS2104,3,1,,0,11,23,2,,,,1900-01-01,1900-01-02
3318,Principles and Practice of Management I,BUS2107,3,1,,0,11,23,2,,,,1900-01-01,1900-01-02
3319,Introduction to Psychology,BUS2202,3,2,,0,11,23,2,,,,1900-01-01,1900-01-02
3320,Production Management II,BUS2203,3,2,,0,11,23,2,,,,1900-01-01,1900-01-02
3321,Elements of Marketing Ii,BUS2204,3,2,,0,11,23,2,,,,1900-01-01,1900-01-02
3322,Introduction to Personnel Management,BUS2205,3,2,,0,11,23,2,,,,1900-01-01,1900-01-02
3323,Principles and Practice of Management II,BUS2207,3,2,,0,11,23,2,,,,1900-01-01,1900-01-02
3324,Business Communication,BUS2210,3,2,,0,11,23,2,,,,1900-01-01,1900-01-02
3325,Human Resource Management,BUS3101,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3326,Human Resources Management,BUS3101,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3327,Management Theory I,BUS3103,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3328,Mangement Theory I,BUS3103,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3329,Industrial Relations,BUS3107,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3330,Industrial Relations,BUS3107,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3331,Industrial Relations,BUS3107,3,1,,2,11,23,3,,,,1900-01-01,1900-01-02
3332,Marketing Management,BUS3113,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3333,Marketing Management,BUS3113,3,1,,2,11,23,3,,,,1900-01-01,1900-01-02
3334,International Business,BUS3115,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3335,International Business,BUS3115,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3336,Elements of Government,BUS3117,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3337,Elements of Government,BUS3117,3,1,,0,11,23,3,,,,1900-01-01,1900-01-02
3338,Human Behaviour in the organization,BUS3202,3,2,,0,11,23,3,,,,1900-01-01,1900-01-02
3339,Organizational Behaviour,BUS3202,3,2,,0,11,23,3,,,,1900-01-01,1900-01-02
3340,Management Theory II,BUS3204,3,2,,0,11,23,3,,,,1900-01-01,1900-01-02
3341,Management Theory II,BUS3204,3,2,,0,11,23,3,,,,1900-01-01,1900-01-02
3342,Research Methodology,BUS3206,3,2,,0,11,23,3,,,,1900-01-01,1900-01-02
3343,Research Methodology,BUS3206,3,2,,0,11,23,3,,,,1900-01-01,1900-01-02
3344,Consumer Behaviour,BUS3217,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3345,Consumer Behaviour,BUS3217,3,2,,2,11,23,3,,,,1900-01-01,1900-01-02
3346,Promotion Management,BUS3218,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3347,Promotion Management/Integrated Marketing Communications,BUS3218,3,2,,2,11,23,3,,,,1900-01-01,1900-01-02
3348,Labour Law,BUS3222,3,2,,2,11,23,3,,,,1900-01-01,1900-01-02
3349,Compensation Management,BUS3224,3,2,,0,11,23,3,,,,1900-01-01,1900-01-02
3350,Compensation Management,BUS3224,3,2,,2,11,23,3,,,,1900-01-01,1900-01-02
3351,Nigerian Economy,BUS3301,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3352,Insurance and Risk Management,BUS3303,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3353,Quantitative Analysis,BUS3305,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3354,International Economics,BUS3308,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3355,International Economics,BUS3309,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3356,International Management,BUS3310,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3357,Nigerian Economy,BUS3311,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3358,Quantitative Analysis,BUS3312,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3359,Marketing Management,BUS3313,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3360,International Management,BUS3319,3,4,,0,11,23,3,,,,1900-01-01,1900-01-02
3361,Business Policy and Strategy I,BUS4101,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3362,Business Policy I,BUS4101,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3363,Small Business Management,BUS4102,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3364,Analysis for Business Decisions,BUS4103,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3365,Analysis for Business Decisions,BUS4103,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3366,Business Environment,BUS4104,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3367,Business Environment,BUS4104,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3368,Comparative Management,BUS4105,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3369,Comparative Management,BUS4105,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3370,International Economics,BUS4106,3,1,,0,11,23,4,,,,1900-01-01,1900-01-02
3371,Comparative and Industrial Relation,BUS4121,3,1,,2,11,23,4,,,,1900-01-01,1900-01-02
3372,Logistics and Distribution Management,BUS4125,3,1,,2,11,23,4,,,,1900-01-01,1900-01-02
3373,Comparative & International Marketing,BUS4126,3,1,,2,11,23,4,,,,1900-01-01,1900-01-02
3374,Tourism and Sports Marketing,BUS4127,3,1,,2,11,23,4,,,,1900-01-01,1900-01-02
3375,Trade Unions and Employers Association,BUS4133,3,1,,2,11,23,4,,,,1900-01-01,1900-01-02
3376,Marketing of Financial Services,BUS4135,3,1,,2,11,23,4,,,,1900-01-01,1900-01-02
3377,Business Policy and Strategy II,BUS4202,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3378,Business Policy II,BUS4202,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3379,Corporate Planning,BUS4204,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3380,Corporate Planning,BUS4204,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3381,Globalisation and Business,BUS4205,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3382,Entrepreneurial Development,BUS4206,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3383,Entreprenueral Development Studies,BUS4206,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3384,Marketing Research,BUS4208,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3385,Marketing Research,BUS4208,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3386,Product Development and Management,BUS4222,3,2,,2,11,23,4,,,,1900-01-01,1900-01-02
3387,Marketing Case Studies,BUS4224,3,2,,2,11,23,4,,,,1900-01-01,1900-01-02
3388,Collective Bargaining,BUS4228,3,2,,2,11,23,4,,,,1900-01-01,1900-01-02
3389,Industrial Psychology,BUS4231,3,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3390,Industrial Psychology,BUS4231,3,2,,2,11,23,4,,,,1900-01-01,1900-01-02
3391,Operations Research,BUS4232,3,2,,2,11,23,4,,,,1900-01-01,1900-01-02
3392,Research Project,BUS4299,6,2,,0,11,23,4,,,,1900-01-01,1900-01-02
3393,Contemporary Management Issues,BUS4301,3,4,,0,11,23,4,,,,1900-01-01,1900-01-02
3394,Business Communication Skills II,BUS4307,3,4,,0,11,23,4,,,,1900-01-01,1900-01-02
3395,Innovation Management,BUS4308,3,4,,0,11,23,4,,,,1900-01-01,1900-01-02
3396,Total Quality Management,BUS4309,3,4,,0,11,23,4,,,,1900-01-01,1900-01-02
3397,Research Project,BUS4399,6,4,,0,11,23,4,,,,1900-01-01,1900-01-02
3398,Database Design and management,CSC3103,0,1,,2,11,24,3,,,,1900-01-01,1900-01-02
3399,Database Design and management,CSC3103,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3400,Database Design and Management,CSC3103,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3401,Computer Networks & Communications,CSC3104,0,1,,2,11,24,3,,,,1900-01-01,1900-01-02
3402,Computer Networks & Communications,CSC3104,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3403,Introduction to Web System,CSC3105,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3404,Introduction to Web Systems,CSC3105,0,1,,2,11,24,3,,,,1900-01-01,1900-01-02
3405,Software  Engineering,CSC3107,0,1,,2,11,24,3,,,,1900-01-01,1900-01-02
3406,Software  Engineering,CSC3107,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3407,Software Engineering ,CSC3107,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3408,Numerical Computations,CSC3108,0,1,,2,11,24,3,,,,1900-01-01,1900-01-02
3409,Numerical Computations,CSC3108,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3410,Operating System  II,CSC3111,0,1,,2,11,24,3,,,,1900-01-01,1900-01-02
3411,Operating System  II,CSC3111,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3412,Operating System II,CSC3111,3,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3413,Automata Theory & Formal Languages,CSC3112,0,1,,2,11,24,3,,,,1900-01-01,1900-01-02
3414,Automata Theory & Formal Languages,CSC3112,2,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3415,Concepts of Programming Languages,CSC3113,2,1,,0,11,24,3,,,,1900-01-01,1900-01-02
3416,Numerical Computations,CSC3208,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3417,Automata Theory & Formal Languages,CSC3212,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3418,Concepts of Programming Languages,CSC3213,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3419,Concepts of Programming Languages,CSC3213,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3420,Selected Topics in Computer Science,CSC3221,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3421,Selected Topics in Computer Science,CSC3221,3,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3422,Management of IT resources,CSC3222,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3423,Management of IT Resources,CSC3222,3,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3424,Emerging Technology,CSC3223,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3425,Emerging Technology,CSC3223,3,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3426,Modeling and Simulation,CSC3224,3,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3427,Computer Performance & Evaluation,CSC3225,0,2,,2,11,24,3,,,,1900-01-01,1900-01-02
3428,Computer Performance & Evaluation,CSC3225,3,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3429,Artificial Intelligence & Expert System,CSC3226,3,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3430,Operations Reseach ,CSC3227,2,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3431,Systems Programming,CSC3228,2,2,,0,11,24,3,,,,1900-01-01,1900-01-02
3432,Introduction to Web System,CSC3305,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3433,Modeling and Simulation,CSC3324,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3434,Artificial Intelligence & Expert System,CSC3326,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3435,Operations Research,CSC3327,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3436,Systems Programming,CSC3328,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3437,Object Oriented Programming II,CSC3347,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3438,Computer Architecture,CSC3349,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3439,Procedural Programming Languages,CSC3351,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3440,Modeling and Simulation,CSC3352,0,4,,2,11,24,3,,,,1900-01-01,1900-01-02
3441,Human Computer Interaction,CSC4115,3,1,,0,11,24,4,,,,1900-01-01,1900-01-02
3442,Computer Graphics & Visualization,CSC4116,3,1,,0,11,24,4,,,,1900-01-01,1900-01-02
3443,Virtual System,CSC4117,3,1,,0,11,24,4,,,,1900-01-01,1900-01-02
3444,Pattern Recognition and Forensics,CSC4118,3,1,,0,11,24,4,,,,1900-01-01,1900-01-02
3445,Data Mining & Warehousing,CSC4119,3,1,,0,11,24,4,,,,1900-01-01,1900-01-02
3446,Grid Computation & Cloud Computing,CSC4120,3,1,,0,11,24,4,,,,1900-01-01,1900-01-02
3447,Mobile Computing,CSC4141,0,1,,2,11,24,4,,,,1900-01-01,1900-01-02
3448,Mobile Computing & Technology,CSC4141,0,1,,2,11,24,4,,,,1900-01-01,1900-01-02
3449,Project Management,CSC4143,0,1,,2,11,24,4,,,,1900-01-01,1900-01-02
3450,Complier Construction,CSC4145,0,1,,2,11,24,4,,,,1900-01-01,1900-01-02
3451,Data Mining and Warehousing,CSC4149,0,1,,2,11,24,4,,,,1900-01-01,1900-01-02
3452,Graduate Project I (Seminar),CSC4199,2,1,,0,11,24,4,,,,1900-01-01,1900-01-02
3453,Seminar,CSC4199,0,1,,2,11,24,4,,,,1900-01-01,1900-01-02
3454,Service Oriented Architecture,CSC4209,3,2,,0,11,24,4,,,,1900-01-01,1900-01-02
3455,Ethical issues in Computing,CSC4210,3,2,,0,11,24,4,,,,1900-01-01,1900-01-02
3456,Compiler Construction,CSC4211,3,2,,0,11,24,4,,,,1900-01-01,1900-01-02
3457,Distributed Systems,CSC4212,3,2,,0,11,24,4,,,,1900-01-01,1900-01-02
3458,Mobile Computing & Technology,CSC4213,3,2,,0,11,24,4,,,,1900-01-01,1900-01-02
3459,Computer Performance and Evaluation,CSC4250,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3460,Computer Logic and circuit design II,CSC4251,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3461,Artificial Intelligence & Expert System,CSC4252,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3462,Operations Research,CSC4253,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3463,Systems Programming,CSC4254,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3464,Computer Graphics & Visualization,CSC4256,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3465,Human computer Interaction,CSC4257,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3466,Object Oriented Programming III,CSC4258,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3467,File processing and Management II,CSC4259,0,4,,2,11,24,4,,,,1900-01-01,1900-01-02
3468,Discrete Structures II,CSC4261,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3469,Computer Architecture II,CSC4262,0,2,,2,11,24,4,,,,1900-01-01,1900-01-02
3470,Graduate Project II,CSC4299,4,2,,0,11,24,4,,,,1900-01-01,1900-01-02
3471,Pattern Recognition and Forensics,CSC4366,0,4,,2,11,24,4,,,,1900-01-01,1900-01-02
3472,Service Oriented Architecture,CSC4369,0,4,,2,11,24,4,,,,1900-01-01,1900-01-02
3473,Ethical Issues in Computing,CSC4370,0,4,,2,11,24,4,,,,1900-01-01,1900-01-02
3474,Distributed Systems                 ,CSC4372,0,4,,2,11,24,4,,,,1900-01-01,1900-01-02
3475,Grid and Cloud Computing,CSC4378,0,4,,2,11,24,4,,,,1900-01-01,1900-01-02
3476,Graduation Project II,CSC4399,0,4,,2,11,24,4,,,,1900-01-01,1900-01-02
3477,Microeconomics III,ECN3101,2,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3478,Microeconomics III,ECN3101,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3479,Macroeconomics III,ECN3102,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3480,Macroeconomics III,ECN3102,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3481,History of Economic Thought I,ECN3103,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3482,Intermediate Microeconomics I,ECN3104,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3483,Econometrics and Research Methods  I,ECN3105,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3484,Introductory Econometrics,ECN3105,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3485,Project Evaluation I,ECN3106,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3486,Development Economics,ECN3107,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3487,Economics of Development I,ECN3107,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3488,Intermediate Macroeconomics I,ECN3108,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3489,Public Policy I,ECN3109,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3490,Mathematical Economics II,ECN3110,2,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3491,International Economics I,ECN3111,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3492,International Trade,ECN3111,3,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3493,International Economics,ECN3113,3,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3494,Applied Statistics III,ECN3114,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3495,Applied Statistics III,ECN3114,2,1,,0,11,30,3,,,,1900-01-01,1900-01-02
3496, Monetary Economics I,ECN3115,2,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3497,Applied Monetary Economics,ECN3115,2,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3498,Mathematical Economics,ECN3116,2,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3499,Operation Research I,ECN3117,2,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3500,Monetary Economics,ECN3118,2,1,,2,11,30,3,,,,1900-01-01,1900-01-02
3501,Microeconomics Theory,ECN3201,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3502,Microeconomics Theory IV,ECN3201,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3503,Macroeconomics III,ECN3202,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3504,Macroeconomics IV,ECN3202,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3505,Intermediate Microeconomics II,ECN3203,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3506,History of Economic Thought II,ECN3204,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3507,Research Methods and Practical Econometric II,ECN3205,3,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3508,Research Methods and Practical Economics,ECN3205,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3509,Applied Statistics IV,ECN3206,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3510,Economics of Development ,ECN3207,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3511,Economics of Development II,ECN3207,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3512,Public Finance I,ECN3208,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3513,Project Evaluation ,ECN3209,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3514,Project Evaluation II,ECN3209,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3515,Public Policy II,ECN3210,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3516,Applied Statistics III,ECN3211,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3517,Financial Institutions,ECN3212,2,2,,2,11,30,3,,,,1900-01-01,1900-01-02
3518,Intermediate Macroeconomics II,ECN3213,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3519,Applied Statistics I,ECN3214,3,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3520,Monetary Economics II,ECN3215,2,2,,2,11,30,3,,,,1900-01-01,1900-01-02
3521,Political Economy,ECN3216,2,2,,2,11,30,3,,,,1900-01-01,1900-01-02
3522,Political Economy,ECN3216,3,2,,2,11,30,3,,,,1900-01-01,1900-01-02
3523,Economics of Development ,ECN3217,3,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3524,Operational Research II,ECN3218,2,2,,2,11,30,3,,,,1900-01-01,1900-01-02
3525,International Economics II,ECN3226,2,2,,0,11,30,3,,,,1900-01-01,1900-01-02
3526,International Economics II,ECN3226,2,2,,2,11,30,3,,,,1900-01-01,1900-01-02
3527,Microeconomics IV,ECN4101,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3528,Microeconomics V,ECN4101,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3529,Macroeconomics IV,ECN4102,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3530,Macroeconomics V,ECN4102,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3531,Project Evaluations I,ECN4103,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3532,Advanced Microeconomics I,ECN4104,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3533,Comparative Economic System,ECN4105,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3534,Comparative Economic System,ECN4105,2,1,,2,11,30,4,,,,1900-01-01,1900-01-02
3535,Advanced Macroeconomics I,ECN4106,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3536,Economic Planning I,ECN4107,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3537,Economics of Production,ECN4109,2,1,,2,11,30,4,,,,1900-01-01,1900-01-02
3538,Taxation and Fiscal Policy,ECN4110,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3539,Health Economics,ECN4111,2,1,,2,11,30,4,,,,1900-01-01,1900-01-02
3540,Applied Statistics V,ECN4113,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3541,Applied Statistics II,ECN4114,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3542,International Finance,ECN4115,2,1,,2,11,30,4,,,,1900-01-01,1900-01-02
3543,Industrial Economics,ECN4117,2,1,,2,11,30,4,,,,1900-01-01,1900-01-02
3544,Problems and Policies of Development,ECN4118,2,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3545,Research Project,ECN4199,6,1,,0,11,30,4,,,,1900-01-01,1900-01-02
3546,Microeconomics V,ECN4201,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3547,Microeconomics VI,ECN4201,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3548,Macroeconomics V,ECN4202,3,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3549,Macroeconomics VI,ECN4202,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3550,Advanced Microeconomics II,ECN4203,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3551,Project Evaluation II,ECN4204,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3552,Advanced Macroeconomics II,ECN4205,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3553,Public Finance,ECN4206,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3554,Economic Planning,ECN4207,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3555,Economic Planning ,ECN4208,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3556,Economic Planning II,ECN4208,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3557,Economics of Production,ECN4209,2,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3558,Fiscal Policy,ECN4210,3,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3559,Econometrics,ECN4212,2,2,,2,11,30,4,,,,1900-01-01,1900-01-02
3560,Advanced Mathematical Economics,ECN4214,2,2,,2,11,30,4,,,,1900-01-01,1900-01-02
3561,Petroleum Economics,ECN4216,2,2,,2,11,30,4,,,,1900-01-01,1900-01-02
3562,Environmental and Energy Economics,ECN4217,2,2,,2,11,30,4,,,,1900-01-01,1900-01-02
3563,Issues in Development: Problems and Policies,ECN4218,3,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3564,Project Research,ECN4299,6,2,,0,11,30,4,,,,1900-01-01,1900-01-02
3565,Econometrics,ECN4345,3,2,,2,11,30,4,,,,1900-01-01,1900-01-02
3566,Communication in  English,GES1108,2,1,,0,11,20,3,,,,1900-01-01,1900-01-02
3567,Peace and Conflict Resolution,GES1205,2,1,,2,11,20,1,,,,1900-01-01,1900-01-02
3568,SEDIMENTOLOGY,GEY3101,3,1,,0,11,27,3,,,,1900-01-01,1900-01-02
3569,CRYSTALLOGRAPHY AND MINERALOGY,GEY3102,3,1,,0,11,27,3,,,,1900-01-01,1900-01-02
3570,MACROPALEONLOGY ,GEY3103,3,1,,0,11,27,3,,,,1900-01-01,1900-01-02
3571,GEOLOGICAL MAP INTERPRETATION,GEY3104,3,1,,0,11,27,3,,,,1900-01-01,1900-01-02
3572,QUATERNARY AND ENVIRONMENTAL GEOLOGY,GEY3105,3,1,,1,11,27,3,,,,1900-01-01,1900-01-02
3573,PRINCIPLES OF STRATIGRAPHY ,GEY3106,3,1,,1,11,27,3,,,,1900-01-01,1900-01-02
3574,PRINCIPLES OF GEOPHYSICS,GEY3201,3,1,,0,11,27,3,,,,1900-01-01,1900-01-02
3575,STRUCTURAL GEOLOGY,GEY3202,3,2,,0,11,27,3,,,,1900-01-01,1900-01-02
3576,MICROPALAEONTOLOGY,GEY3203,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3577,INTRODUCTION TO MINERAL ECONOMICS,GEY3204,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3578,REMOTE SENSING AND PHOTOGEOLOGY,GEY3205,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3579,FUNDAMENTALS OF GEOCHEMISTRY,GEY3206,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3580,OPTICAL AND DETERMINATIVE MINERALOGY,GEY3301,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3581,ECONOMIC GEOLOGY,GEY3302,3,2,,0,11,27,3,,,,1900-01-01,1900-01-02
3582,MINING GEOLOGY AND MINERAL PROCESSING,GEY3303,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3583,SEDIMENTARY DEPOSITIONAL ENVIRONMENT ,GEY3304,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3584,ENTREPRENEURIAL GEOSCIENCES ,GEY3305,3,2,,1,11,27,3,,,,1900-01-01,1900-01-02
3585,IGNEOUS AND METAMORPHIC PETROLOGY ,GEY3306,3,1,,0,11,27,3,,,,1900-01-01,1900-01-02
3586,GEOTECTONICS,GEY4101,3,1,,1,11,27,4,,,,1900-01-01,1900-01-02
3587,PALYNOLOGY,GEY4102,3,1,,1,11,27,4,,,,1900-01-01,1900-01-02
3588,HYDROGEOLOGY,GEY4103,3,1,,1,11,27,4,,,,1900-01-01,1900-01-02
3589,GEOSTATISTICS AND GEOINFORMATICS,GEY4104,3,1,,1,11,27,4,,,,1900-01-01,1900-01-02
3590,GEO-REPORT WRITING,GEY4105,3,2,,0,11,27,4,,,,1900-01-01,1900-01-02
3591,GEOLOGY OF NIGERIA,GEY4106,3,2,,0,11,27,4,,,,1900-01-01,1900-01-02
3592,ISOTOPE GEOLOGY,GEY4201,3,2,,1,11,27,4,,,,1900-01-01,1900-01-02
3593,EXPLORATION GEOLOGY,GEY4202,3,2,,1,11,27,4,,,,1900-01-01,1900-01-02
3594,MARINE GEOLOGY,GEY4203,3,2,,1,11,27,4,,,,1900-01-01,1900-01-02
3595,PETROLEUM GEOLOGY,GEY4204,3,2,,0,11,27,4,,,,1900-01-01,1900-01-02
3596,SEMINAR IN GEOLOGY,GEY4205,3,2,,0,11,27,4,,,,1900-01-01,1900-01-02
3597,MEDICAL AND ENVIRONMENTAL GEOCHEMISTRY,GEY4206,3,2,,1,11,27,4,,,,1900-01-01,1900-01-02
